Kipindi chaanza sasa hivi,,,,,,,,,,,,,,,,,
Mtoto yuko ndani anlala,,,,,,,,,,,,,,,,,
Chakula kiko juu ya meza,,,,,,,,,,,,,,,,,
Funguwa madirisha upepo uingie ndani,,,,,,,,,,,,,,,,,
kuna joto washa feni,,,,,,,,,,,,,,,,,
Vaa buibui tutoke,,,,,,,,,,,,,,,,,
Viatu vyako ni vizuri,,,,,,,,,,,,,,,,,
Mwanamume yule apenda kutabasamu,,,,,,,,,,,,,,,,,
Mtoe mpaka nde ufunge mlango,,,,,,,,,,,,,,,,,
Mtoto anlala,,,,,,,,,,,,,,,,,
Simu yangu imeisha chaja,,,,,,,,,,,,,,,,,
Mtakuja lini kwetu?,,,,,,,,,,,,,,,,,
Nani ankwenda na ufunguo,,,,,,,,,,,,,,,,,
Napanda juu kuanika nguo,,,,,,,,,,,,,,,,,
Wataka nini?,,,,,,,,,,,,,,,,,
Leo kumpikwa nini?,,,,,,,,,,,,,,,,,
Kumpikwa biriani,,,,,,,,,,,,,,,,,
Watoto wako wapi?,,,,,,,,,,,,,,,,,
Watoto washatoka skuli,,,,,,,,,,,,,,,,,
Wenda saa ngapi madrassa?,,,,,,,,,,,,,,,,,
Nyumba ya jirani yachomeka,,,,,,,,,,,,,,,,,
Nguo zimpanda bei,,,,,,,,,,,,,,,,,
Maryam sentensi nyengine,,,,,,,,,,,,,,,,,
Harusi ya mwanawe n'kesho kutwa,,,,,,,,,,,,,,,,,
Toa juisi frijini,,,,,,,,,,,,,,,,,
Mabamba ya nyumba ile yameoza,,,,,,,,,,,,,,,,,
Paka wankuwa wengi mtaa huu,,,,,,,,,,,,,,,,,
Kwanuka mashimo yanzibika,,,,,,,,,,,,,,,,,
Tia nguo kabatini,,,,,,,,,,,,,,,,,
Jumba laporomoka,,,,,,,,,,,,,,,,,
funguwa mlango kwabishwa,,,,,,,,,,,,,,,,,
Hababa anteleza chooni,,,,,,,,,,,,,,,,,
Mpandishe Mehebubu juu kwa bibi,,,,,,,,,,,,,,,,,
Begi langu limpoteya,,,,,,,,,,,,,,,,,
Wasafiri lini?,,,,,,,,,,,,,,,,,
Viatu vichafu ka nini,,,,,,,,,,,,,,,,,
Jikoni kunjaa makombomwiko,,,,,,,,,,,,,,,,,
Kitotoro cha hapo kin'jaa maji,,,,,,,,,,,,,,,,,
Mashimo ya Kibokoni yanfurika,,,,,,,,,,,,,,,,,
Hawa majirani wana fujo usiku hatulali,,,,,,,,,,,,,,,,,
Nzi wanzidi,,,,,,,,,,,,,,,,,
Kanunue viazi na uji kwa Shiri,,,,,,,,,,,,,,,,,
Aloadhini leo ansauti nzuri,,,,,,,,,,,,,,,,,
Na aloswalisha,,,,,,,,,,,,,,,,,
Simu yangu imvundika,,,,,,,,,,,,,,,,,
Nyamazeni watu waswali,,,,,,,,,,,,,,,,,
Vikombe vyote vinvundika,,,,,,,,,,,,,,,,,
Usinchomee nguo yangu ukipiga pasi,,,,,,,,,,,,,,,,,
Watoto wa mtaa huu hawasikii,Hawalali saa nane,,,,,,,,,,,,,,,,
Urojo kila mahali mtaa huu,,,,,,,,,,,,,,,,,
Mwizi baiskili anshikwa,,,,,,,,,,,,,,,,,
Funga mlango vizuri,,,,,,,,,,,,,,,,,
Vito vote va nguo vintoka,,,,,,,,,,,,,,,,,
Ntavaa nguo gani leo harusini?,,,,,,,,,,,,,,,,,
Mtu wa Tuktuk atastaajabu. ,,,,,,,,,,,,,,,,,
Toa maziwa moja ufanye chai,,,,,,,,,,,,,,,,,
Umpika mboga ya mama,,,,,,,,,,,,,,,,,
Kuna maulidi msikitini,,,,,,,,,,,,,,,,,
Na hafla?,,,,,,,,,,,,,,,,,
Mshatowa pesa za kutuza?,,,,,,,,,,,,,,,,,
Nyumba ile kuna jibwa mlangoni,,,,,,,,,,,,,,,,,
Nshachoka kupanda hizi ngazi,,,,,,,,,,,,,,,,,
Kaa chini,,,,,,,,,,,,,,,,,
Naskiya kiu ntilie maji,,,,,,,,,,,,,,,,,
Kiu innishika,,,,,,,,,,,,,,,,,
Kesho fueni pazia,,,,,,,,,,,,,,,,,
Niwashie na mimi hiyo feni,,,,,,,,,,,,,,,,,
Maryam njoo unzimie taa,,,,,,,,,,,,,,,,,
Towa chapati frijini zitoke donge,,,,,,,,,,,,,,,,,
Chapati zishatolewa frijini,,,,,,,,,,,,,,,,,
Madirisha yako wazi,,,,,,,,,,,,,,,,,
Wenda kuswali saa ngapi?,,,,,,,,,,,,,,,,,
Nibandikie maji ya kuoga,,,,,,,,,,,,,,,,,
Nyumba nzima injaa na vumbi,,,,,,,,,,,,,,,,,
Nataka nikuktume kwangu,,,,,,,,,,,,,,,,,
Ukenda dukani nunua bofulo,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Niwashie makaa nipike,,,,,,,,,,,,,,,,,
Umi una ubani wa moto?,,,,,,,,,,,,,,,,,
Si ndo sentensi hiyo?,,,,,,,,,,,,,,,,,
Udi wake wanuka vibaya,,,,,,,,,,,,,,,,,
Hivi Stima zishapotea?,,,,,,,,,,,,,,,,,
Hizi taa zaja saa ngapi?,,,,,,,,,,,,,,,,,
Zulia hilo lishachoka,,,,,,,,,,,,,,,,,
Funga mfereji,,,,,,,,,,,,,,,,,
Nnafungiwa mlango,,,,,,,,,,,,,,,,,
Usende chuoni,,,,,,,,,,,,,,,,,
Mtoto nmiezi mingapi? Ah,Anzoea mikono huyu mtoto,,,,,,,,,,,,,,,,
Hata ntaka kupanda juu nianike nguo,,,,,,,,,,,,,,,,,
Pazia zenu nzuri,,,,,,,,,,,,,,,,,
Wapika lini katlesi,,,,,,,,,,,,,,,,,
Wakaa gorofa ya ngaa?,,,,,,,,,,,,,,,,,
Dada maliza wende sokoni,,,,,,,,,,,,,,,,,
Watoto wa sku hizi wapenda kulala,,,,,,,,,,,,,,,,,
Unaalikwa harusi?,,,,,,,,,,,,,,,,,
Mtuzi hauna chumvi,,,,,,,,,,,,,,,,,
Chakula kimpowa,,,,,,,,,,,,,,,,,
Kwani watakaje?,,,,,,,,,,,,,,,,,
Yakuhusu nini?,,,,,,,,,,,,,,,,,
Ashakuja mtu wa tuktuk? Ah!,,,,,,,,,,,,,,,,,
Unnuwa wapi viatu?,,,,,,,,,,,,,,,,,
Simu yangu nnnaiweka wapi?,,,,,,,,,,,,,,,,,
Unaiona henbegi yangu?,,,,,,,,,,,,,,,,,
Un'yataka mwenyewe. Kaa utuwe sasa,,,,,,,,,,,,,,,,,
Kaa utuwe sasa,,,,,,,,,,,,,,,,,
nguo zinkauka,,,,,,,,,,,,,,,,,
Huyu anzoea kupeleka watu atakavyo yeye,,,,,,,,,,,,,,,,,
kijana yule alijenga uhasama,,,,,,,,,,,,,,,,,
Anzaa mtoto gani?,,,,,,,,,,,,,,,,,
Ulikuwa kwenye vile vita,,,,,,,,,,,,,,,,,
Annizuliya urongo,,,,,,,,,,,,,,,,,
